mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
0.0198,0.0198,0.0381,0.75,1.13,0,0,0,0.79
-58.5779,50.4448,112.6497,0,1.46,0.17,0,0,0.69
0.0198,0.0198,0.0381,0,0.75,0.94,0,0,1.09
-69.8451,55.7214,110.2846,0,0,1.24,0.4,0,1.09
-73.6934,52.9442,115.0912,0,0,0.79,1.31,0,0.57
0.0198,0.0198,0.0381,0.13,0,0,1.63,0,0.45
0.0198,0.0198,0.0381,1.44,0.12,0,0,0,0.92
-59.2523,51.1589,115.3964,1.01,1.07,0,0,0,0.6
0.0198,0.0198,0.0381,1.6,0,0,0.09,0,0.75
0.0198,0.0198,0.0381,0,0.1,1.66,0,0,0.75
-66.5126,53.698,124.094,0,0,0,0,0,0
-63.18,54.9676,117.9904,0,0,0,0,0,0
-70.5989,55.3643,119.2874,0,0,0,0,0,0
-70.2419,43.9384,117.38,0,0,0,0,0,0
-62.4262,40.0504,116.2356,0,0,0,0,0,0
-58.4985,45.3666,116.1593,0,0,0,0,0,0
-62.4262,56.0388,117.0748,0,0,0,0,0,0
-72.6619,49.6117,116.5408,0,0,0,0,0,0
-71.9875,44.6525,116.1593,0,0,0,0,0,0
-71.5511,42.8275,116.3882,0,0,0,0,0,0
-58.1018,49.2149,115.0912,0,0,0,0,0,0
-72.9793,50.6432,116.2356,0,0,0,0,0,0
-71.1543,45.684,115.4726,0,0,0,0,0,0
-70.6783,44.1367,117.0748,1.62,0,0,0.4,0,0.66
0.0198,0.0198,0.0381,1.2,0.78,0,0,0,0.85
-61.117,41.677,116.5408,0,1.58,0,0,0,0.53
-57.9431,49.453,114.8623,0,1.32,0.92,0,0,0.48
-61.474,54.7295,112.8786,0,0.36,1.54,0,0,0.85
-66.0761,54.7295,114.2519,0,0,1.24,0.82,0,0.76
-71.0353,52.6268,119.44,0,0,0,1.71,0,0.23
-61.4343,39.6139,116.9986,0,0.65,1.8,0,0.12,0
-68.9326,54.6899,122.1103,1.41,0,0,0.78,0.57,0
-69.369,55.2453,111.0475,0,0,1.75,0.53,0,0.52
-72.5826,45.3269,116.9986,0.22,0,0,1.8,0.16,0
-66.5919,41.796,114.8623,1.33,0,0,0.98,0,0.39
-61.236,40.7248,114.9386,1.75,0.26,0,0,0,0.43
-71.3924,47.628,120.1266,0,0,0,0,0,0
-65.7588,40.1694,120.0504,0,0,0,0,0,0
-58.9349,46.1997,119.8978,0,0,0,0,0,0
-58.2605,49.7307,119.44,0,0,0,0,0,0
-62.8626,55.8007,119.7452,0,0,0,0,0,0
-69.25,54.6899,119.6689,0,0,0,0,0,0
-71.3924,50.7622,121.0422,0,0,0,0,0,0
-70.6783,42.9465,118.8296,0,0,0,0,0,0
-60.0061,42.5895,117.6089,0,0,0,0,0,0
-58.2208,47.2313,117.8378,0,0,0,0,0,0
-60.3632,51.1589,117.7615,0,0,0,0,0,0
-66.3935,54.2931,119.8215,0,0,0,0,0,0
-68.8533,52.5078,120.5081,0,0,0,0,0,0
-70.9957,48.6198,118.677,0,0,0,0,0,0
-68.8533,42.9465,117.9141,0,0,0,0,0,0
-59.2523,44.6921,117.38,0,0,0,0,0,0
-57.467,49.3339,117.6852,0,0,0,0,0,0
-59.2126,47.1122,122.034,0.01,0.93,1.6,0.05,0,0.28
-68.0598,45.684,125.6199,1.82,0.26,0.04,0.01,0,0.34
-64.1718,42.5101,124.5518,0.93,1.38,0.09,0.01,0,0.49
-63.1006,43.2242,125.6199,0,1.73,0.38,0.04,0,0.25
-68.4169,54.6105,129.5872,1.46,0.08,0.01,0.97,0.34,0.09
-59.9268,41.8357,126.3066,0.06,0,2.04,0.45,0.01,0.16
-58.8159,46.4378,125.3147,0.12,0.03,1.05,1.4,0.01,0.39
-59.9268,48.8975,128.4428,0.45,0.06,0,1.75,0.03,0.35
-63.1006,51.754,130.5791,1.53,0.12,0.03,0.94,0.18,0.09
-65.9571,54.2535,131.2657,1.82,0.35,0.08,0,0.21,0.12
-62.9023,39.8123,113.8705,0,0,0,0,0,0
-69.25,43.5019,121.1185,0,0,0,0,0,0
-66.0365,41.0422,121.7288,0,0,0,0,0,0
-62.7832,39.9313,120.1266,0,0,0,0,0,0
-59.2126,43.5019,118.9822,0,0,0,0,0,0
-59.9268,50.6432,121.1185,0,0,0,0,0,0
-62.7832,52.4285,121.3474,0,0,0,0,0,0
-68.4962,53.8567,121.3474,0,0,0,0,0,0
-70.9957,43.8193,120.0504,0,0,0,0,0,0
-67.3854,39.1775,119.8978,0,0,0,0,0,0
-64.1718,52.3888,118.7533,0,0,0,0,0,0
-68.0598,51.635,119.7452,0,0,0,0,0,0
-71.2734,49.8894,119.6689,0,0,0,0,0,0
-68.7343,42.7085,119.2874,0,0,0,0,0,0
-66.6316,39.852,118.0667,0,0,0,0,0,0
-59.8077,49.453,118.5245,0,0,0,0,0,0
-62.6246,54.4121,117.0748,0,0,0,0,0,0
-66.4332,40.4868,115.7015,0,0,0,0,0,0
-58.2605,42.2721,115.5489,0,0,0,0,0,0
-61.7914,53.3013,117.2274,0,0,0,0,0,0
-66.8299,56.4752,116.083,0,0,0,0,0,0
-60.0061,54.6899,114.4045,0,0,0,0,0,0
-67.425,41.1612,114.0993,0,0.03,0.06,0,0,0.05
-62.1088,41.5183,112.9549,0,0,0.18,0.05,0,0.12
-59.4507,41.677,116.083,0,1.15,1.05,0.1,0.14,0.85
-58.3795,47.6677,116.4645,0.03,0.34,1.44,0.17,0.12,1.11
-60.8789,52.7062,117.2274,0.08,0,0.87,0.85,0.13,1.26
-67.2663,52.9839,115.1675,0.14,0.04,0.14,1.53,0.16,0.84
-72.2652,50.8812,120.5844,1,0.1,0.01,1.35,0.14,0.57
-60.4822,41.677,118.677,0,0,0,0,0,0
-71.1543,50.5241,119.6689,0,0,0,0,0,0
-67.9408,40.5264,118.143,0,0,0,0,0,0
-61.8708,40.9232,116.9986,0,0,0,0,0,0
-58.3398,44.4541,116.846,0,0,0,0,0,0
-60.7996,55.1263,118.143,0,0,0,0,0,0
-66.8299,51.873,118.7533,0,0,0,0,0,0
-71.1147,49.4133,117.9904,0,0,0,0,0,0
-70.7179,43.3433,116.7697,0,0,0,0,0,0
-64.7272,38.7411,117.0748,0,0,0,0,0,0
-60.4425,41.5976,116.9986,0,0,0,0,0,0
-57.9034,47.985,116.9223,0,0,0,0,0,0
-70.3609,47.2313,117.6852,0,0,0,0,0,0
-67.8614,41.5183,116.083,0,0,0,0,0,0
-61.4343,40.09,115.7015,0,0,0,0,0,0
-57.5067,45.4459,114.8623,0,0,0,0,0,0
-57.5067,51.516,116.2356,0,0,0,0,0,0
-60.3632,53.6187,116.1593,0,0,0,0,0,0
-69.25,53.6187,117.4563,0,0,0,0,0,0
-71.7098,52.1904,117.38,0,0,0,0,0,0
-68.8533,44.3748,115.1675,0,0,0,0.01,0,0
-64.6082,38.3047,115.7778,0,0,0,0.03,0,0.03
-60.0061,42.2324,115.3964,0.04,0,0,0.04,0,0.06
-56.3958,48.6198,114.9386,0.17,0.03,0,0,0,0.12
-59.9268,53.579,114.4808,0.26,0.23,0,0,0,0.22
-70.2419,46.4775,109.369,0,0,1.13,0.36,0,0.84
-65.9571,39.3759,108.5298,0,0,0.83,1,0,0.72
-61.355,38.9792,109.5979,0.09,0,0.03,1.18,0,0.98
0.0198,0.0198,0.0381,1.48,0.25,0,0,0,0.8
-63.8544,54.9676,112.4971,0.97,0.84,0,0,0,0.87
-70.5989,50.7225,111.429,0.13,0.91,0,0,0,1.32
0.0198,0.0198,0.0381,0,0.4,1,0,0,1.24
0.0198,0.0198,0.0381,0,0,1.5,0.45,0,0.8
-63.1006,38.3047,108.1483,0,0,0.84,1.05,0,0.8
-59.9268,43.9384,109.8268,0.28,0,0,1.15,0,1.05
-57.7844,51.0796,111.2001,1.26,0,0,0.63,0,0.87
-62.0691,54.2535,112.9549,1.55,0.22,0,0,0,0.74
-68.8136,54.2535,110.7424,0.93,0.82,0,0,0,0.98
0.0198,0.0198,0.0381,0,0.91,0.21,0,0,1.32
-68.0598,41.4786,107.9194,0,0.48,1.28,0,0,1
-63.4577,38.6221,107.538,0,0,1.58,0.47,0,0.71
-59.5697,42.153,108.3009,0,0,0.69,1.04,0,0.93
-58.4985,49.9687,110.7424,0.49,0,0,1.18,0,0.98
-61.6724,54.6105,111.429,1.38,0,0,0.66,0,0.69
-63.7751,38.6221,108.3009,0,0.56,1.46,0,0,0.75
-60.6409,41.4786,109.6742,0,0,1.53,0.47,0,0.8
-72.7016,51.635,112.1157,1.41,0.08,0.04,0.72,0.17,0.78
-73.3761,45.922,110.7424,1.26,0.32,0.05,0.01,0.16,1.18
-58.4588,48.1041,109.369,0.03,0.52,1.28,0.08,0.18,1.14
-62.7436,54.5708,109.7505,0.03,0.03,0.94,0.69,0.18,1.31
-70.5592,53.1426,107.9957,0.05,0.05,0.25,1.44,0.21,0.89
-76.3119,48.4611,110.8949,0.74,0.08,0.04,1.38,0.19,0.69
-71.6701,42.7878,111.2764,1.28,0.09,0.04,0.61,0.19,1.05
-63.7751,40.9628,109.4453,1.06,0.74,0.06,0.03,0.21,1.19
-57.3877,43.4623,105.1728,0.04,1.35,0.09,0.05,0.21,0.94
-58.4588,51.7144,107.7668,0.03,1.14,0.63,0.06,0.19,1.1
0.0198,0.0198,0.0381,0.01,0.06,1.06,0.08,0.19,1.41
0.0198,0.0198,0.0381,0.04,0.05,0.97,0.93,0.21,1.06
-69.5674,40.6058,110.0557,0.76,0.08,0.03,1.19,0.22,0.96
-59.5697,41.7166,109.369,1.33,0.08,0.04,0.18,0.22,1.15
-62.4262,55.285,109.0639,0.39,1.28,0.12,0.04,0.22,1.02
-68.8136,56.7132,108.3009,0.01,0.87,0.62,0.05,0.21,1.42
-72.781,49.8894,110.5135,0.03,0.08,1.36,0.3,0.23,1.19
-65.2827,39.2569,104.3336,0.09,0.05,0.23,1.44,0.25,0.94
-58.4588,44.5731,109.5979,1.04,0.05,0.05,0.87,0.23,1.14
-73.138,44.9302,108.1483,0.04,0.71,1.07,0.04,0.22,1.27
-58.2208,43.6606,114.023,0,0,0.09,0.25,0,0.28
-60.3235,41.0819,108.9113,0,0,1.19,0.6,0,0.97
-56.7132,46.1204,110.2846,0,0,0,1.04,0,1.16
-61.6724,51.754,112.0394,0.88,0,0,0.93,0,0.87
-65.9571,56.3561,115.0912,1.54,0,0,0.22,0,0.7
-70.9163,53.1823,112.5734,1.31,0.48,0,0,0,0.93
-71.2734,45.7633,110.4372,0.34,0.88,0,0,0,1.31
-68.8136,40.8042,109.0639,0,0.79,0.84,0,0,1.1
-60.9979,40.8042,110.7424,0,0,1.51,0,0,0.87
-57.1099,42.9068,108.9113,0,0,1.07,0.66,0,1.05
-59.5697,50.3258,111.0475,0.08,0,0.05,1.16,0,1.06
-64.8859,54.6105,114.1756,1.05,0,0,0.98,0,0.67
-69.131,54.9279,114.4808,1.58,0,0,0,0,0.7
-71.2337,49.2943,111.7342,1.15,0.56,0,0,0,1.04
-69.8451,42.5101,110.6661,0.14,0.98,0,0,0,1.24
-64.5289,40.7248,109.2164,0,0.83,1.01,0,0,0.93
-59.5697,43.5813,108.5298,0,0.19,1.53,0,0,0.85
-58.1415,47.4693,109.2164,0,0,0.91,0.76,0,1.09
-63.7751,53.4997,112.726,0.25,0,0,1.33,0,0.85
0.0198,0.0198,0.0381,1.15,0,0,1,0,0.56
-71.2337,52.8252,113.7942,1.55,0,0,0,0,0.78
-70.9163,43.2242,111.3527,0.98,0.67,0,0,0,1.14
-66.6316,40.4074,111.0475,0,1.15,0.17,0,0,1.09
-59.5697,42.9068,108.9113,0,0.88,1.14,0,0,0.78
-57.1099,46.041,107.8431,0,0.1,1.5,0,0,0.91
-61.3153,51.754,109.6742,0,0,0.72,0.93,0,1.04
-65.6001,56.7132,115.0149,0.36,0,0,1.49,0,0.62
-69.131,52.4285,115.0149,1.23,0,0,0.97,0,0.5
-71.5908,48.5405,113.2601,1.49,0,0,0.09,0,0.87
-68.4169,41.8357,111.1238,0.76,0.8,0,0,0,1.11
-61.6724,41.0819,111.2001,0,1.35,0.22,0,0,0.84
0.0198,0.0198,0.0381,0,0.85,1.23,0,0,0.7
-59.2126,49.2943,107.7668,0,0,1.42,0.21,0,1
-64.1718,56.7132,111.2764,0,0,0.61,1.16,0,0.89
-70.5592,56.0388,115.8541,0.4,0,0,1.58,0,0.44
-72.7016,48.8975,115.1675,1.26,0,0,0.93,0,0.54
-71.6701,42.2324,112.1157,1.42,0.1,0,0,0,0.94
-64.5289,42.2324,111.3527,0.69,1.06,0,0,0,0.94
-58.1415,43.2639,112.1157,0,1.49,0.34,0,0,0.62
-56.7132,46.7948,109.369,0,0.79,1.28,0,0,0.75
-60.9979,52.8252,110.0557,0,0,1.35,0.41,0,1.04
-68.1392,56.3958,112.5734,0,0,0.57,1.37,0,0.69
-69.012,49.6513,126.9932,0.53,0,0,1.64,0,0.22
-71.1147,46.7948,127.0695,1.45,0,0,0.8,0,0.4
-59.6887,41.796,122.5681,0,0.47,1.13,0,0,0.34
-59.3317,45.0095,123.6362,0,0,0.72,0.22,0,0.39
-60.3632,50.0084,124.4755,0,0,0.12,0.35,0,0.22
-64.3305,51.4366,126.688,0.09,0,0,0.21,0,0.06
-67.8614,50.4051,126.688,0.12,0,0,0.05,0,0.03
-61.7914,39.2966,123.331,0,0,0.01,0,0,0
-61.474,40.7248,124.094,0,0,0,0,0,0
-58.9349,46.7948,124.4755,0,0,0,0,0,0
-70.7973,47.866,124.7807,0,0,0,0,0,0
-69.2897,42.5101,123.6362,0,0,0,0,0,0
-65.7588,40.3677,123.2547,0,0,0,0,0,0
-58.5779,48.9769,123.1785,0,0,0,0,0,0
-70.0038,52.4285,120.2029,0,0,0,0,0,0
-57.1099,43.5019,117.6852,0,0,0,0,0,0
-59.9268,49.6117,117.9141,0,0,0,0,0,0
-67.0283,56.6735,117.3037,0,0,0,0,0,0
-62.7436,43.4623,116.2356,0,0,0,0,0,0
-71.5908,49.5323,116.1593,0,0,0,0,0,0
-65.9571,56.3561,113.1075,0,1.14,0.13,0,0,1.09
-63.7751,41.0819,112.726,0.27,0,0,1.37,0,0.82
-57.3877,48.5405,113.489,1.48,0.45,0,0,0,0.75
-63.7751,52.8252,113.7942,0.85,1.09,0,0,0,0.74
-69.4881,54.9279,112.4208,0,1.09,0.18,0,0,1.15
-70.9163,50.7225,110.3609,0,0.47,1.11,0,0,1.15
-66.6316,42.5101,112.4971,0,0,0.8,1.29,0,0.56
-59.2126,42.5101,112.4971,0.41,0,0,1.28,0,0.89
-70.1625,52.1508,111.8868,0,1.07,0.27,0,0,1.16
-71.2734,44.6921,110.8186,0,0.43,1.33,0,0,0.97
-68.8136,41.4786,112.2683,0,0,1.63,0.53,0,0.53
-63.8544,42.5101,111.9631,0,0,0.74,1.28,0,0.65
-58.8952,43.9384,113.4127,0.5,0,0,1.26,0,0.91
-59.9268,49.2943,113.7942,1.46,0,0,0.54,0,0.72
-70.2419,41.0819,111.7342,0,0.38,1.5,0,0,0.8
-65.6001,40.8042,112.8786,0,0,1.66,0.54,0,0.49
-59.9268,41.8357,111.8868,0,0,0.67,1.28,0,0.72
-72.2652,48.4215,114.0993,0,0,0,0,0,0
-70.2419,45.0095,117.7615,0.72,0,0,1.45,0,0.4
-65.2827,41.4786,116.083,1.48,0,0,0.38,0,0.82
-60.6409,41.4786,115.3964,1.23,0.84,0,0,0,0.71
-58.8952,48.2231,116.4645,0.21,1.58,0,0,0,0.48
-62.0691,52.1508,114.786,0,1.22,0.8,0,0,0.76
-64.8859,55.3643,112.6497,0,0.19,1.44,0,0,0.98
-70.2419,51.0796,114.8623,0,0,1.24,0.96,0,0.56
-71.6701,46.7948,120.1266,0,0,0,1.73,0,0.21
-68.1392,43.6606,117.38,0.87,0,0,1.35,0,0.45
-62.1088,41.1612,116.083,1.53,0,0,0,0,0.82
-59.5697,42.5895,116.3882,1.16,0.96,0,0,0,0.61
-59.649,48.6198,117.8378,0,1.62,0,0,0,0.44
-62.4262,53.9361,115.3964,0,1.11,0.93,0,0,0.78
-61.7517,40.09,116.9986,1.58,0,0,0.09,0,0.8
-59.9268,45.7633,117.38,1.09,1.1,0,0,0,0.54
-59.649,49.6513,119.1348,0.08,1.67,0,0,0,0.41
-61.7517,54.6899,115.3201,0,1.02,1.06,0,0,0.76
-66.3935,52.8649,116.7697,0,0,1.59,0.17,0,0.85
-71.7098,50.4051,118.9059,0,0,1.11,1.24,0,0.34
-70.9957,48.3024,121.8051,0.05,0,0,1.8,0,0.16
-71.4717,42.5101,116.1593,0.49,1.6,0,0,0,0.39
-67.187,54.2931,119.7452,0.84,0,0,1.5,0.35,0
-72.1462,52.5078,120.1266,1.71,0,0,0.34,0.38,0
-71.4717,47.866,119.3637,1.53,0.8,0,0,0,0.19
-58.2208,46.4378,117.8378,0,0,1.63,0.84,0,0.18
-71.1543,48.3024,121.5763,1.8,0.14,0,0,0,0.18
-71.9081,45.4459,122.1866,0,0,0,0,0,0
-62.6246,39.6933,119.0585,0,0,0,0,0,0
-59.0143,45.0492,120.2029,0,0,0,0,0,0
-57.586,48.9769,120.5844,0,0,0,0,0,0
-68.2979,41.8357,118.9059,0,0,0,0,0,0
-64.3305,41.4786,119.9741,0,0,0,0,0,0
-59.6887,43.5813,120.3555,0,0,0,0,0,0
-56.8322,47.5486,120.2792,0,0,0,0,0,0
-62.5452,51.1589,120.2029,0,0,0,0,0,0
-68.2582,55.0469,120.8896,0,0,0,0,0,0
-71.4717,51.8334,120.4318,0,0,0,0,0,0
-71.8288,45.7633,120.0504,0,0,0,0,0,0
-69.6864,38.9395,118.7533,0,0,0,0,0,0
-64.3305,38.9395,118.677,0,0,0,0,0,0
-57.9034,43.2242,118.3719,0,0,0,0,0,0
-57.1496,46.7948,120.0504,0,0,0,0,0,0
-63.2197,50.7225,119.3637,0,0,0,0,0,0
-68.6152,52.1508,120.3555,0,0,0,0,0,0
-72.1462,51.754,119.5163,0,0,0,0,0,0
-71.7891,42.153,119.8215,0,0,0,0,0,0
-68.6946,44.8112,125.1621,1.36,0.03,0,1.11,0,0.18
-65.8381,39.0982,125.1621,1.76,0.18,0.01,0,0,0.62
-61.5534,38.8205,124.094,0.96,1.36,0.05,0,0,0.45
-60.8789,50.8812,124.2466,0.03,0,1.85,0.43,0,0.57
-65.1637,51.2779,124.1703,0.06,0,0.94,1.49,0.01,0.3
-69.0517,55.1659,128.5954,0.26,0.01,0,1.84,0.21,0.05
-69.8054,49.0959,127.1458,1.38,0.04,0,1.07,0.25,0.08
-69.4087,44.1367,127.2221,1.82,0.16,0.03,0,0,0.41
-62.6642,41.2802,125.391,0,1.72,0.4,0.03,0,0.32
-59.8077,48.4215,123.6362,0.08,0,0.93,1.42,0.01,0.45
-64.4099,52.3095,129.1295,0.36,0.03,0,1.81,0.01,0.19
-60.9979,49.8894,122.3392,0,0,0,0,0,0
-66.7506,51.7144,122.034,0,0,0,0,0,0
-68.1788,51.3176,122.3392,0,0,0,0,0,0
-70.0038,45.2079,121.9577,0,0,0,0,0,0
-67.8218,40.9232,120.3555,0,0,0,0,0,0
-57.0306,43.7797,120.2029,0,0,0,0,0,0
-60.2441,48.4215,120.5844,0,0,0,0,0,0
-68.1788,51.635,121.6526,0,0,0,0,0,0
-70.6783,47.3503,121.1185,0,0,0,0,0,0
-70.6783,40.8438,121.0422,0,0,0,0,0,0
-66.3142,40.5264,118.3719,0,0,0,0,0,0
-60.1251,41.4786,115.4726,0,0,0,0,0,0
-59.0143,49.3339,116.1593,0,0,0,0,0,0
-72.2652,50.4051,115.8541,0,0,0,0,0,0
-70.4799,43.2639,116.5408,0,0,0,0,0,0
-59.0143,45.0492,113.6416,0,0,0,0,0,0
-58.6572,51.8334,115.3964,0,0,0,0,0,0
-66.5126,52.8649,115.3201,0,0,0,0,0,0
-66.8299,40.3677,114.2519,0,0,0,0,0,0
-61.7914,37.1145,114.5571,0,0,0,0,0,0
-65.6001,40.09,117.9141,0,0,0,0,0,0
-61.6327,38.7015,117.7615,0,0,0,0,0,0
-59.4507,43.7003,117.6852,0,0,0,0,0,0
-59.0936,49.0959,118.0667,0,0,0,0,0,0
-69.131,50.8415,118.6007,0,0,0,0,0,0
-71.2734,49.7704,117.7615,0,0,0,0,0,0
-69.4881,43.7003,117.9904,0,0,0,0,0,0
-65.1637,38.7015,117.4563,0,0,0,0,0,0
-62.3072,40.8042,116.6934,0,0,0,0,0,0
-57.9431,45.4459,116.6171,0,0,0,0,0,0
-68.6946,41.4786,117.3037,0,0,0,0,0,0
-66.1952,40.4074,116.083,0,0,0,0,0,0
-62.2278,41.8357,116.0067,0,0,0,0,0,0
-57.229,47.5486,115.8541,0,0,0,0,0,0
-59.6887,50.7622,116.4645,0,0,0,0,0,0
-67.5837,52.9442,115.6252,0,0,0,0,0,0
-70.7973,50.4051,117.0748,0,0,0,0,0,0
-70.4005,44.6921,115.7778,0,0,0,0,0,0
-67.9408,39.6933,116.4645,0,0,0,0,0,0
-63.9734,40.3677,115.3201,0,0,0,0,0,0
-58.6572,43.5813,115.1675,0,0,0,0,0,0
-57.9034,48.2231,115.8541,0,0.01,0,0,0,0
-62.5452,52.5078,116.9223,0,0.01,0,0,0,0.01
-69.6864,54.6899,116.0067,0,0,0.01,0,0,0.03
-71.7891,48.6198,114.4045,0,0,0.03,0.01,0,0.03
-70.3609,41.796,115.8541,0,0,0.01,0.06,0,0.03
-60.3632,43.5813,113.7942,0.16,0,0,0,0,0.14
-57.8241,46.041,114.0993,0.21,0.16,0,0,0,0.18
-60.6806,50.7225,114.023,0.09,0.36,0,0,0,0.3
-67.8218,54.6105,112.4208,0,0.32,0.19,0,0,0.57
-69.25,51.397,111.6579,0,0,0.58,0.13,0,0.71
-71.0353,42.8275,111.1238,0,0,0.61,0.72,0,0.56
-69.25,39.2569,111.0475,0,0,0.06,1.14,0,0.61
-64.6082,39.6139,110.2083,0.79,0,0,0.67,0,0.94
-57.8241,43.5019,112.0394,1.2,0.31,0,0,0,0.93
-58.8952,47.4693,109.7505,0.74,1.01,0,0,0,0.82
-63.537,52.4285,109.6742,0,1.05,0.16,0,0,1.14
-68.8533,52.8252,108.4535,0,0.38,0.78,0,0,1.37
-71.3527,45.3269,107.6905,0,0,1.19,0.6,0,0.97
-72.1065,40.6851,109.8268,0,0,0.6,1.33,0,0.65
-66.3142,39.9313,108.6824,0.48,0,0,1.23,0,0.91
-58.8159,41.0422,111.2001,1.22,0,0,0.31,0,1.06
-58.4985,46.7552,110.7424,1.19,0.72,0,0,0,0.87
-68.1392,54.9279,108.4535,0,0.83,0.43,0,0,1.32
-71.6701,48.4611,109.5216,0,0.06,1.19,0.08,0,1.19
-58.5779,48.6198,115.8541,0,0,0,0,0,0
-60.0061,45.684,114.786,0.05,0,0,0.05,0,0.08
-58.8952,50.7225,115.4726,0.14,0,0,0,0,0.09
-69.6071,48.5405,114.0993,0,0.13,0.27,0,0,0.41
-60.3235,41.7166,110.8186,0.3,0,0,0.72,0,0.75
-58.1415,45.3269,111.8868,0.98,0,0,0.3,0,0.8
-62.4262,50.2861,111.7342,1.15,0.48,0,0,0,0.78
-69.5674,48.8579,109.1402,0,0.74,0.41,0,0,1.32
-68.8533,39.2569,108.9876,0,0,1.07,0.82,0,0.76
-63.1006,40.9628,109.6742,0,0,0.18,1.26,0,0.94
-59.5697,42.7878,111.1238,0.88,0,0,0.75,0,1.1
-63.8544,52.4285,111.7342,0.98,0.84,0,0,0,0.87
-68.8136,51.7144,110.132,0.12,1,0,0,0,1.23
-70.9957,48.1041,109.1402,0,0.38,1,0,0,1.26
-71.2734,42.3911,111.9631,0,0,1.36,0.58,0,0.83
-67.0283,40.6851,110.4372,0,0,0.57,1.26,0,0.79
-62.0691,50.2861,114.0993,1.31,0.66,0,0,0,0.8
-69.5674,51.3176,108.5298,0,0.79,0.57,0,0,1.29
-72.7016,45.2476,111.8105,0,0,1.38,0.21,0,1.01
-69.8451,42.034,109.9794,0,0,1.02,1.01,0,0.71
-64.1718,39.9313,109.6742,0.08,0,0.04,1.31,0,0.92
-60.9186,42.034,110.7424,1.02,0,0,0.7,0,1.05
-61.6724,47.747,110.6661,1.48,0.22,0,0,0,0.84
-63.4577,53.817,111.429,0.93,0.98,0,0,0,0.79
-67.3854,52.3888,109.5979,0,1.07,0.18,0,0,1.16
-71.6701,48.8579,111.429,0,0.34,1.14,0,0,1.18
-71.2734,42.034,109.9794,0,0,1.37,0.65,0,0.75
-66.6316,40.6058,110.7424,0,0,0.5,1.33,0,0.74
-61.3153,40.9628,110.3609,0.61,0,0,1.09,0,1
-60.2441,46.3188,111.7342,1.42,0,0,0,0,0.91
-65.6001,52.0714,111.8105,0.43,1.24,0,0,0,0.91
-70.5989,49.2149,107.7668,0,0.78,0.71,0,0,1.23
-72.0272,45.6443,112.9549,0,0,1.46,0.28,0,0.93
-68.4169,39.9313,110.0557,0,0,1,1.09,0,0.63
-63.7354,50.1671,126.4591,0,0,0.41,1.58,0,0.45
-65.8778,49.0166,129.5109,0.78,0,0,1.54,0,0.16
-69.4881,47.985,127.985,1.7,0,0,0.48,0,0.17
-69.131,45.1286,126.5354,1.45,0.71,0,0,0,0.63
-65.8778,42.5895,124.1703,0,1.46,0,0,0,0.72
-64.8463,38.3047,125.0095,0,1.1,1.19,0,0,0.45
-63.061,39.3759,124.1703,0,0.08,1.93,0.01,0,0.3
-60.8789,41.915,123.0259,0,0,1.14,1.09,0,0.53
-60.2045,45.1286,122.6444,0.18,0,0,1.53,0,0.65
-60.2045,46.5568,124.6281,1.36,0,0,0.87,0,0.49
-66.2745,49.0166,125.0095,1,1.14,0,0,0,0.54
-67.7028,47.985,121.1948,0,1.29,0.26,0,0,0.92
-69.131,45.4856,123.7888,0,0.48,1.53,0,0,0.75
-67.7028,40.8042,122.3392,0,0,1.7,0.63,0,0.32
-64.4495,39.3759,122.3392,0,0,0.58,1.57,0,0.35
-61.6327,40.4868,120.8133,0.69,0,0,1.37,0,0.66
-58.7762,41.5183,122.034,1.54,0,0,0.25,0,0.76
-64.4495,50.1671,121.6526,0,1.05,0.76,0,0,0.96
-66.6316,47.985,123.4836,0,0,1.49,0.17,0,0.93
-60.8789,41.5183,119.7452,0.76,1.2,0,0,0,0.71
-58.3795,46.9139,118.6007,0,1.49,0.31,0,0,0.66
-61.236,48.3421,120.8896,0,0.66,1.19,0,0,0.98
-64.4495,48.7388,120.2029,0,0,1.22,0.6,0,1
-69.4881,49.4133,120.5081,0,0,0.3,1.55,0,0.53
-71.6701,49.0959,122.8733,0.71,0,0,1.48,0,0.39
-65.8778,52.3095,119.2874,0.84,0,0,1.22,0,0.63
-67.7028,52.3095,117.6852,1.53,0,0,0.43,0,0.69
-68.4169,43.4623,112.726,0,0,1.29,0.69,0,0.79
-61.3153,40.2884,110.132,0.67,0,0,0.98,0,1.04
-60.9186,48.8579,111.9631,1.46,0,0,0.12,0,0.87
-60.5615,50.6035,114.9386,1.2,0.82,0,0,0,0.72
-66.2745,50.6035,111.2764,0.04,1.14,0,0,0,1.06
-70.9163,46.6758,108.6824,0,0.61,0.82,0,0,1.29
-70.5989,47.0329,111.6579,0,0,1.41,0.39,0,0.94
-67.3854,40.2884,110.5135,0,0,0.92,1.1,0,0.7
-63.1006,39.1775,111.2764,0.19,0,0,1.32,0,0.89
-60.2441,43.4623,114.1756,1.18,0,0,0.65,0,0.94
-59.8871,49.5323,113.1838,1.49,0.48,0,0,0,0.74
-62.7436,51.9921,113.489,0.72,1.15,0,0,0,0.79
-68.4169,49.5323,110.2083,0,0.97,0.34,0,0,1.22
